timestamp,x,y,radius_px,in_text_region
1857.664748,0.670573,0.247685,176.8,1
1857.747674,0.684565,0.246098,182.7,1
1857.830204,0.694010,0.249074,172.9,1
1857.906221,0.701042,0.248148,159.5,1
1857.990059,0.718750,0.248611,176.2,1
1858.072200,0.734375,0.247222,166.1,1
1858.148208,0.742474,0.236030,155.6,1
1858.232386,0.759375,0.240278,167.6,1
1858.315225,0.774479,0.243519,169.4,1
1858.398265,0.784490,0.236878,159.1,1
1858.481929,0.789323,0.235648,150.8,1
1858.564412,0.798513,0.239267,144.5,1
1858.647837,0.829688,0.234722,181.3,1
1858.732468,0.844062,0.235720,178.7,1
1858.815109,0.852344,0.231481,167.9,1
1858.897657,0.827083,0.228704,219.2,1
1858.983370,0.461860,0.461381,108.2,0
1859.064625,0.666146,0.220370,238.2,1
1859.147891,0.628385,0.241667,195.7,1
1859.231705,0.605469,0.257407,159.5,1
1859.314215,0.594531,0.261574,145.2,1
1859.398492,0.590426,0.264956,135.1,1
1859.481333,0.594010,0.278453,136.2,1
1859.564124,0.594657,0.280791,134.9,1
1859.639611,0.595833,0.280093,132.4,1
1859.721396,0.612346,0.274703,157.7,1
1859.797261,0.619531,0.274074,156.1,1
1859.872815,0.644271,0.272222,182.2,1
1859.956693,0.658594,0.270833,176.9,1
1860.040744,0.666003,0.269098,162.8,1
1860.122292,0.671615,0.271296,152.0,1
1860.198271,0.684896,0.268519,161.3,1
1860.282249,0.700781,0.267593,167.1,1
1860.365431,0.723698,0.265278,176.0,1
1860.449090,0.734375,0.259259,167.0,1
1860.536140,0.757292,0.263889,179.2,1
1860.614146,0.775898,0.261574,186.9,1
1860.689672,0.785766,0.259722,175.9,1
1860.772969,0.791470,0.259259,165.1,1
1860.856502,0.798698,0.259722,151.1,1
1860.939678,0.813560,0.265741,151.4,1
1861.023438,0.821110,0.263426,144.6,1
1861.104816,0.825819,0.263889,138.9,1
1861.182064,0.831562,0.261574,136.8,1
1861.263996,0.842187,0.265278,141.2,1
1861.338549,0.846875,0.262963,137.3,1
1861.416729,0.790625,0.278704,245.6,1
